card_id,customer_id,account_id,card_type,credit_limit,issue_date,processed_by_employee_id
6041,19417,9370,Amex,7461.52,2024-06-27,1097
6042,19213,20078,MasterCard,15387.05,2023-08-30,1261
6043,5226,14179,Visa,9585.18,2023-02-17,46
6044,5591,35909,Amex,2217.75,2022-07-06,618
6045,2089,1449,Amex,2138.18,2022-02-17,928
6046,10868,23560,Visa,2578.94,2021-06-05,1824
6047,12620,23935,Visa,4270.31,2022-12-25,262
6048,9103,15076,Discover,12325.82,2023-11-20,176
6049,12516,9639,Amex,15990.55,2023-02-04,1190
6050,10841,23833,Amex,15601.82,2020-12-20,657
6051,570,21410,Discover,18034.44,2024-04-19,842
6052,19738,34124,Amex,10332.39,2020-07-17,370
6053,15817,16460,Discover,14987.16,2022-05-04,1819
6054,4084,5403,MasterCard,18001.87,2021-01-18,54
6055,729,3590,MasterCard,3812.38,2023-07-14,690
6056,8464,14533,Visa,18861.38,2022-12-28,1443
6057,15773,3247,Amex,12885.34,2024-02-11,1780
6058,11348,23619,Discover,5969.64,2024-03-03,1531
6059,9964,13024,MasterCard,13864.81,2023-03-27,1365
6060,16497,6327,Visa,3879.22,2021-03-16,1151
6061,19799,3301,MasterCard,9585.9,2021-07-18,1433
6062,18834,39916,Amex,1138.24,2023-05-20,1948
6063,19230,10292,Visa,15813.27,2024-06-21,367
6064,17761,30845,Amex,2084.4,2022-05-16,1295
6065,2404,16205,Visa,18554.03,2022-01-01,644
6066,1778,14629,Amex,4116.87,2022-07-03,1629
6067,9979,33413,Amex,11482.8,2023-04-15,379
6068,16254,7518,MasterCard,18764.04,2022-12-04,73
6069,17893,15689,Visa,19635.72,2021-05-31,1947
6070,15081,34918,Amex,15090.67,2024-05-01,1946
6071,13283,27231,Visa,19794.81,2022-01-08,915
6072,8488,5507,Amex,10448.22,2024-05-02,1272
6073,17810,15192,Visa,7638.14,2022-07-25,860
6074,188,14890,Visa,8906.48,2020-10-21,1809
6075,7546,30380,MasterCard,1914.55,2022-04-07,43
6076,13700,22824,Visa,9257.56,2023-06-23,377
6077,7200,5899,Visa,12061.89,2022-12-12,1065
6078,6293,21288,Amex,3703.93,2021-10-21,170
6079,6937,551,Visa,1152.35,2021-06-30,1970
6080,1407,23206,Visa,2176.03,2023-05-12,212
6081,12411,30429,Discover,1056.01,2021-04-16,1517
6082,6890,12097,Amex,5576.1,2023-05-20,1704
6083,4575,4414,Amex,15466.76,2021-12-19,39
6084,8564,3348,Amex,2194.3,2023-02-01,369
6085,9730,13778,Discover,4925.02,2021-07-05,757
6086,19153,13870,MasterCard,18932.15,2023-02-13,151
6087,15075,10117,Visa,11490.56,2021-10-30,1135
6088,9202,31503,Discover,4067.66,2021-09-25,1504
6089,15305,313,Discover,19971.9,2022-06-29,1460
6090,5288,9531,MasterCard,6305.37,2024-05-13,1071
6091,10042,28453,Visa,3880.84,2020-10-05,1024
6092,1934,17002,Amex,16363.07,2023-12-31,1599
6093,9329,35894,Visa,15433.87,2023-12-14,737
6094,8690,1763,MasterCard,17522.49,2023-06-04,1390
6095,2145,28033,MasterCard,6814.42,2020-12-18,69
6096,16103,887,Discover,11390.35,2024-02-28,299
6097,7804,14931,Discover,6893.39,2021-03-14,944
6098,12864,1077,Discover,2836.76,2024-01-03,802
6099,9148,12521,Discover,14906.45,2023-10-09,296
6100,1171,4993,Amex,5787.44,2022-08-11,203
6101,13531,3328,Discover,5850.95,2023-09-06,61
6102,7273,6946,Visa,14763.82,2022-04-25,946
6103,15751,4124,Visa,19397.79,2023-10-21,963
6104,5356,3917,Amex,11683.36,2021-05-09,1854
6105,2472,10045,Amex,10659.03,2023-09-06,1338
6106,14465,37038,MasterCard,5747.54,2021-03-05,1185
6107,3447,26868,Visa,18164.5,2022-04-21,331
6108,17064,38686,Amex,13870.82,2022-12-14,1552
6109,18329,33914,Discover,15716.76,2022-01-20,338
6110,3307,36262,Visa,10090.72,2023-10-07,1630
6111,8665,35629,Amex,5765.68,2020-10-22,1328
6112,2585,36028,Discover,12370.74,2024-04-23,1527
6113,833,1364,Visa,11863.54,2021-05-21,1674
6114,12231,23887,Visa,8066.9,2023-04-26,1362
6115,16782,18634,Discover,4497.0,2021-10-07,1574
6116,16980,37548,MasterCard,1946.11,2021-05-09,639
6117,5517,7376,Discover,13902.98,2021-03-12,275
6118,8936,7374,MasterCard,9542.52,2022-09-13,1188
6119,18827,34829,MasterCard,11211.59,2022-03-07,1467
6120,760,32218,Amex,1270.33,2023-07-28,319
6121,10770,18638,Discover,4159.52,2021-03-19,589
6122,17240,9405,Visa,5242.53,2022-09-29,504
6123,8046,35167,Discover,14018.93,2021-06-21,1710
6124,4974,645,MasterCard,7139.32,2022-07-11,387
6125,7006,35772,Discover,6027.24,2023-12-08,1994
6126,4039,4777,Visa,6966.93,2022-03-21,870
6127,17440,32101,Amex,4330.13,2020-07-15,833
6128,18022,7507,Discover,1428.91,2021-10-13,1015
6129,19100,20158,Amex,15081.75,2022-05-01,1912
6130,7564,25336,MasterCard,8869.63,2023-12-19,603
6131,7636,7547,Visa,16009.16,2021-10-26,1774
6132,14369,16924,Visa,17351.19,2023-11-08,1800
6133,7162,29742,Visa,2793.64,2022-11-21,691
6134,3406,25299,Amex,16796.09,2024-05-12,494
6135,11688,23673,Visa,14557.23,2022-05-03,490
6136,14853,3413,Amex,8906.73,2023-11-13,721
6137,7053,5282,Discover,7562.88,2020-07-09,1097
6138,1165,30065,MasterCard,6807.56,2024-05-06,509
6139,12667,37861,Amex,11529.54,2022-03-28,390
6140,28,2620,Discover,13809.98,2022-04-21,1643
6141,1629,34022,Amex,12826.83,2023-11-10,1881
6142,14852,12609,MasterCard,3723.16,2021-11-20,295
6143,7662,25098,MasterCard,14070.51,2023-12-12,1393
6144,19010,33421,Visa,14377.48,2020-08-22,1980
6145,17220,8653,Discover,1969.69,2024-03-26,796
6146,19710,22566,Amex,14237.38,2022-12-18,865
6147,7744,22309,MasterCard,11172.49,2022-04-09,1718
6148,14033,12302,Amex,4361.28,2024-05-23,549
6149,18400,5738,Discover,3195.53,2023-12-22,649
6150,10818,6693,Amex,13591.82,2021-01-07,1874
6151,6918,9204,Discover,5160.65,2021-04-16,568
6152,10619,25647,MasterCard,8326.59,2021-05-31,1211
6153,5671,23823,Visa,9357.41,2020-12-25,853
6154,2225,25519,MasterCard,2205.63,2023-10-28,770
6155,3568,9036,Discover,6220.06,2022-06-03,445
6156,2800,25827,Discover,5817.95,2023-10-14,1594
6157,705,34832,MasterCard,8932.26,2021-02-25,363
6158,9303,3331,Visa,16515.24,2020-11-21,123
6159,9403,36421,MasterCard,19094.43,2021-11-08,1212
6160,18433,11663,Discover,5121.6,2023-11-30,742
6161,7476,466,Discover,10067.11,2022-10-26,680
6162,11592,4166,Discover,7969.03,2023-06-27,420
6163,11519,5588,MasterCard,16387.32,2022-12-27,1650
6164,16432,12879,Amex,1706.04,2022-01-08,1276
6165,7614,39271,MasterCard,7783.98,2020-07-10,1643
6166,15572,36140,Visa,16659.81,2022-12-01,1573
6167,17736,12219,MasterCard,13700.03,2023-11-30,1359
6168,10242,20152,Amex,15120.0,2021-09-13,92
6169,5693,35680,Discover,19693.24,2023-08-29,1554
6170,10817,16286,MasterCard,18550.47,2023-10-17,1890
6171,11436,29169,Visa,1659.28,2020-08-12,63
6172,16794,23216,MasterCard,13456.45,2023-05-31,1686
6173,1852,33556,Visa,13516.73,2024-03-15,512
6174,17896,6736,Amex,4065.19,2023-03-31,1163
6175,10975,20842,Amex,18895.51,2022-07-12,1722
6176,9158,8546,Discover,5356.11,2020-09-23,1209
6177,3276,677,MasterCard,2933.95,2022-02-07,1229
6178,234,13534,Amex,8408.06,2021-09-13,772
6179,5643,14173,Visa,7363.92,2023-05-19,1238
6180,7921,39693,Visa,17520.31,2022-08-26,256
6181,9012,8744,Visa,19928.52,2024-06-23,135
6182,7819,22707,MasterCard,2556.67,2023-02-21,1597
6183,7946,23497,MasterCard,11980.24,2020-09-30,875
6184,4785,14372,MasterCard,18818.96,2021-01-23,822
6185,17551,10708,Amex,8668.21,2022-10-03,88
6186,16707,3143,MasterCard,7743.18,2021-06-05,1860
6187,10104,266,MasterCard,12877.73,2023-02-21,988
6188,15008,30567,MasterCard,4883.27,2020-09-24,1231
6189,3047,33318,MasterCard,9713.78,2022-05-20,1153
6190,6079,21618,Visa,13761.74,2022-12-22,823
6191,17997,39022,Amex,7740.82,2024-06-03,1027
6192,17308,1427,Discover,12494.84,2024-01-31,974
6193,4959,10833,MasterCard,4242.39,2020-12-30,934
6194,17487,36532,Amex,15538.04,2021-11-28,1778
6195,5844,181,Amex,1031.28,2020-08-18,121
6196,8292,1611,Visa,2416.05,2021-12-10,1409
6197,12352,13110,MasterCard,19696.31,2020-10-04,1638
6198,3914,4148,Discover,15810.73,2021-01-27,1062
6199,8393,36298,Visa,6895.39,2023-09-08,1365
6200,18662,22286,MasterCard,7350.81,2022-12-21,1008
6201,4664,22988,MasterCard,13042.39,2022-11-28,925
6202,11295,22574,MasterCard,9725.96,2022-05-11,645
6203,9424,27199,Amex,5032.95,2022-02-13,714
6204,7991,11084,Discover,4785.52,2021-01-20,860
6205,17254,17696,Discover,6221.9,2020-10-27,21
6206,11878,3384,Visa,7376.19,2023-09-15,242
6207,12943,12104,Discover,17018.72,2021-05-29,455
6208,4225,21849,MasterCard,9301.68,2020-08-24,963
6209,1301,33297,Visa,11367.41,2021-03-08,621
6210,7307,2005,MasterCard,7873.61,2022-09-22,303
6211,1589,25158,MasterCard,3399.37,2023-02-26,1620
6212,5512,32071,Amex,12941.63,2021-03-26,1619
6213,19229,6417,Visa,11327.12,2024-06-04,803
6214,1863,9482,MasterCard,16920.27,2022-03-20,964
6215,2496,13491,Discover,13003.22,2023-11-25,69
6216,14526,13575,Amex,17137.22,2021-01-19,1153
6217,15514,21212,Amex,19135.08,2021-07-16,196
6218,2682,14076,MasterCard,11701.44,2021-11-13,140
6219,5807,8460,Visa,12278.69,2023-10-29,1468
6220,5124,22479,Visa,5014.58,2023-02-18,283
6221,3877,6081,Visa,16825.49,2023-01-28,312
6222,4282,28299,Discover,5382.87,2021-11-16,746
6223,15503,18518,MasterCard,11867.71,2020-09-20,1559
6224,4768,3565,Amex,11284.85,2022-08-25,1689
6225,9609,37706,Amex,13521.35,2020-12-11,277
6226,14663,20712,Discover,2069.37,2023-06-01,61
6227,5247,8643,Amex,1756.68,2024-03-17,1343
6228,7716,4753,Discover,9815.64,2022-09-17,1914
6229,1931,5914,MasterCard,19675.44,2023-04-04,52
6230,614,33769,MasterCard,11300.49,2023-03-18,1880
6231,10112,16669,Amex,6756.61,2021-06-02,153
6232,11321,10618,Visa,9082.04,2024-01-24,1773
6233,17543,23913,Discover,7564.96,2023-02-12,1335
6234,15836,31481,MasterCard,2309.21,2022-02-27,1838
6235,18406,1540,Discover,2000.48,2021-02-07,544
6236,18659,29069,Visa,6712.01,2021-01-13,567
6237,10222,9343,Discover,14293.15,2023-02-15,1888
6238,9394,27159,Discover,1943.68,2022-05-25,1413
6239,18774,12030,Amex,13355.53,2021-03-14,1572
6240,1099,31738,Discover,7603.93,2022-09-20,622
6241,13841,13948,Discover,2809.76,2021-06-07,1201
6242,1953,30402,Discover,17171.58,2024-01-23,1386
6243,19721,13702,MasterCard,10908.02,2021-02-22,314
6244,3007,28444,MasterCard,1476.4,2023-03-21,807
6245,19709,7075,Visa,17549.0,2021-02-22,848
6246,12650,8137,Visa,16154.49,2024-03-30,97
6247,9400,33535,Amex,15127.05,2022-12-11,881
6248,4239,13702,MasterCard,11038.74,2020-10-18,1237
6249,16724,17890,Visa,14776.83,2024-04-24,829
6250,11840,17993,Visa,7991.85,2021-03-02,137
6251,3516,5783,Amex,12625.67,2022-01-07,1030
6252,6453,29737,Amex,18199.62,2024-02-25,1011
6253,16142,30602,Discover,2826.25,2021-07-08,109
6254,19167,6060,Discover,14287.89,2022-09-16,547
6255,7005,5326,Amex,1833.3,2022-04-21,1063
6256,18333,33493,Amex,17832.71,2020-10-16,662
6257,9606,37888,Amex,1666.64,2022-11-09,425
6258,18609,13681,Discover,14616.65,2024-03-11,630
6259,18758,38334,Amex,10515.17,2020-10-30,261
6260,15607,29634,Visa,15883.84,2024-04-29,1450
6261,1635,1191,Amex,10299.48,2021-07-13,87
6262,5232,35332,Discover,7346.74,2020-07-11,465
6263,12446,9011,Visa,5905.03,2024-02-23,76
6264,1125,27819,Discover,3780.31,2023-08-30,471
6265,15076,22444,Amex,6206.86,2021-11-10,2000
6266,4441,23273,MasterCard,19866.44,2022-10-02,1987
6267,18502,8905,Visa,10429.5,2021-01-13,414
6268,11550,17192,MasterCard,7506.74,2021-04-25,825
6269,8940,19077,MasterCard,10112.82,2024-05-22,895
6270,16240,32632,Discover,19455.19,2022-11-06,726
6271,10633,25376,Discover,4379.51,2020-08-18,457
6272,15297,35389,Visa,18212.54,2020-10-31,1309
6273,6459,26373,Visa,12763.83,2023-12-26,1263
6274,5637,11706,Discover,13868.0,2022-02-03,1701
6275,13319,3083,MasterCard,17238.91,2023-04-22,1623
6276,13261,19186,MasterCard,5399.87,2021-06-04,653
6277,8533,12661,Discover,19558.17,2023-05-27,672
6278,17720,3364,Discover,10117.28,2023-08-02,1582
6279,10278,5567,MasterCard,19898.73,2023-04-21,1396
6280,10845,12193,Discover,17896.28,2024-01-14,495
6281,6831,29017,Discover,18099.14,2023-05-05,1648
6282,6476,5129,Amex,18742.37,2020-12-01,1943
6283,18272,15088,Discover,8822.82,2023-05-08,1069
6284,8191,4621,MasterCard,14483.08,2021-12-26,1425
6285,5546,26652,Discover,6597.04,2021-11-25,1271
6286,3924,17453,Amex,6224.75,2021-02-24,1640
6287,13504,8576,Visa,4565.31,2022-12-17,597
6288,12600,22250,Visa,10035.09,2020-10-04,450
6289,19785,22216,MasterCard,8528.17,2022-12-12,485
6290,11032,20495,MasterCard,13726.18,2023-02-18,646
6291,15154,30194,Discover,16122.78,2021-07-23,620
6292,10472,30547,Discover,17499.07,2024-06-24,1042
6293,13639,10232,MasterCard,19605.11,2020-09-09,1630
6294,8268,5121,Visa,9440.68,2022-07-01,662
6295,1826,11301,Discover,15047.31,2021-07-02,758
6296,19978,29596,Visa,3377.69,2024-03-12,289
6297,15755,18720,Amex,18375.77,2021-08-13,1438
6298,7522,7693,Visa,17745.84,2022-04-19,721
6299,18673,13867,Amex,13180.25,2022-10-31,638
6300,3910,15972,MasterCard,17984.1,2020-12-19,235
6301,13236,38648,Visa,3035.44,2022-05-12,416
6302,11337,19954,Discover,12225.3,2022-08-23,938
6303,17548,19405,MasterCard,1073.42,2024-04-27,499
6304,6136,34915,Amex,12265.1,2023-02-06,974
6305,7071,10125,Visa,14186.62,2023-12-04,634
6306,5372,33763,Amex,8389.23,2023-10-17,1674
6307,17160,24018,Visa,11847.83,2023-06-02,1020
6308,9973,5017,Amex,7655.92,2023-04-01,115
6309,2178,18131,MasterCard,15583.11,2021-11-23,932
6310,4135,32077,Amex,17693.91,2023-01-03,674
6311,11929,25494,Amex,6800.22,2020-12-14,1737
6312,5590,29889,Discover,4545.54,2024-02-08,1258
6313,16920,35363,MasterCard,2020.76,2023-08-30,1564
6314,13494,7551,Discover,9908.31,2024-06-17,1035
6315,8448,29006,Visa,15846.12,2022-09-20,206
6316,14410,18621,MasterCard,18054.25,2021-02-09,1703
6317,18212,31318,Amex,13395.06,2024-06-08,247
6318,17845,26950,MasterCard,16325.27,2023-03-02,1583
6319,8455,4176,MasterCard,19055.31,2022-01-20,758
6320,19449,14847,Visa,6495.39,2021-11-20,1151
6321,16664,31499,MasterCard,5073.11,2024-06-03,147
6322,6298,24812,Visa,4250.76,2022-02-20,118
6323,10627,6643,Discover,15482.87,2021-02-16,1935
6324,5607,26254,Amex,4509.72,2023-09-26,1406
6325,17013,35932,Amex,3659.59,2022-05-02,412
6326,3505,22752,Discover,11773.26,2023-04-14,1688
6327,7560,34754,Amex,10402.08,2021-05-22,1608
6328,19143,23874,MasterCard,9335.28,2022-02-26,363
6329,1189,35725,MasterCard,1358.64,2021-12-02,1533
6330,9946,3792,MasterCard,18478.32,2022-10-02,137
6331,5338,29945,Discover,18777.76,2020-07-09,1199
6332,1338,32188,Amex,7908.64,2021-02-20,1313
6333,15177,335,Amex,2903.51,2024-03-23,958
6334,489,1141,Discover,3127.81,2023-11-28,1505
6335,1728,28782,Visa,16794.33,2021-07-19,19
6336,81,36758,Amex,17046.04,2022-08-08,195
6337,7475,35409,MasterCard,7378.43,2022-04-28,330
6338,76,17398,Amex,6177.45,2024-07-01,1960
6339,12023,28040,MasterCard,4707.81,2023-01-20,175
6340,3908,28792,Discover,11058.9,2022-11-23,1002
6341,14443,28363,MasterCard,11455.58,2024-02-19,449
6342,4508,5041,Amex,16653.64,2024-05-23,1949
6343,18083,15367,Visa,9762.35,2021-05-29,946
6344,7637,34251,Discover,7899.95,2021-10-27,1378
6345,5776,23690,Visa,13250.58,2021-12-01,1523
6346,16075,37062,Amex,6355.27,2021-07-03,141
6347,10763,22697,Amex,11198.9,2023-11-13,758
6348,1307,14713,MasterCard,11947.65,2022-05-10,1921
6349,16243,27911,Visa,7076.53,2021-02-11,930
6350,14344,10312,Visa,1134.75,2021-06-24,93
6351,1989,2656,MasterCard,7616.22,2023-06-30,1968
6352,13021,15807,Amex,12704.43,2022-06-01,239
6353,4867,195,Visa,19803.72,2022-09-27,205
6354,5152,1808,Amex,14601.69,2022-12-28,560
6355,5271,14046,Discover,7753.04,2024-06-30,1457
6356,19008,35162,Discover,1319.38,2020-11-25,245
6357,16170,354,Discover,9098.81,2024-03-05,832
6358,18077,36526,Amex,7989.29,2021-06-17,1341
6359,6752,21223,Discover,15770.08,2024-04-06,925
6360,11354,4730,Discover,14175.04,2021-03-27,295
6361,9185,29382,Discover,12319.94,2023-08-10,640
6362,13909,18191,Visa,17762.52,2020-11-18,856
6363,13794,38617,Amex,3827.84,2022-01-23,1306
6364,11751,32019,Amex,11603.03,2021-04-02,17
6365,14946,6445,Amex,11000.28,2021-02-20,71
6366,14075,25672,MasterCard,7647.45,2023-11-09,1293
6367,11281,37715,MasterCard,14644.32,2023-05-30,1349
6368,99,39310,Amex,9401.14,2023-08-13,1818
6369,371,29802,MasterCard,16953.19,2022-03-13,305
6370,18432,33931,Amex,19503.67,2021-08-24,1475
6371,14546,35120,Discover,8633.49,2023-12-04,1031
6372,6887,37799,Amex,7078.25,2023-04-04,1338
6373,593,19328,Amex,8370.87,2020-11-02,817
6374,19920,35282,Amex,4381.57,2022-09-03,1127
6375,15120,13088,Visa,17699.58,2021-01-17,821
6376,5311,263,MasterCard,18778.4,2024-01-18,193
6377,15794,36883,Discover,17299.18,2024-03-20,1777
6378,16754,9706,Visa,14133.16,2023-07-12,1598
6379,1507,37162,Discover,4504.47,2021-04-25,529
6380,587,36528,Discover,3443.64,2021-08-27,171
6381,2347,34116,Amex,12517.09,2024-06-27,1561
6382,10110,19339,Amex,17826.99,2022-01-03,251
6383,17738,20110,Visa,10103.86,2023-10-19,1789
6384,16569,4149,Amex,3437.87,2024-03-20,1411
6385,18123,4310,MasterCard,19153.44,2021-01-23,1231
6386,7939,11633,Visa,19685.3,2022-08-15,541
6387,2079,28057,Visa,7574.99,2021-08-28,1653
6388,14263,38344,Amex,15223.22,2024-02-27,416
6389,11249,32571,MasterCard,2363.97,2022-01-22,794
6390,17341,33731,Discover,4826.25,2024-01-27,1404
6391,15710,5216,Visa,18133.8,2022-01-19,1168
6392,2887,14584,Discover,4117.81,2023-04-07,25
6393,2858,3004,Amex,15249.91,2021-08-29,1846
6394,6937,36894,Amex,5677.4,2021-07-09,668
6395,15974,38269,Amex,17658.79,2022-06-06,1097
6396,9076,38253,Amex,9812.85,2021-10-24,632
6397,6050,4149,Amex,14964.65,2024-05-09,1848
6398,9731,38970,Visa,9738.93,2022-12-04,1857
6399,19222,29212,MasterCard,9115.43,2022-09-29,1117
6400,15060,445,Amex,8693.29,2023-06-29,505
6401,16572,19195,Discover,11410.18,2024-05-19,1622
6402,12160,19105,MasterCard,11536.46,2020-11-23,336
6403,12713,5721,Visa,9482.59,2023-06-15,425
6404,2201,30088,MasterCard,10649.09,2024-04-08,499
6405,1112,4322,MasterCard,11800.03,2023-06-22,1388
6406,1633,34489,Discover,16591.61,2021-01-30,947
6407,17413,37814,MasterCard,8868.35,2023-02-20,630
6408,16695,3075,Visa,3991.79,2022-07-15,1769
6409,8266,19960,Discover,19148.71,2021-10-24,1223
6410,18636,5959,Discover,15782.78,2021-09-12,718
6411,7477,12765,Visa,13512.92,2023-07-18,1437
6412,19050,15837,Visa,9684.35,2023-03-16,339
6413,8452,27782,MasterCard,1187.93,2022-07-09,659
6414,19874,7336,Amex,15689.0,2022-07-14,962
6415,18522,12924,Visa,16837.66,2021-07-15,1961
6416,7934,28370,MasterCard,12838.59,2023-08-08,429
6417,2051,37011,MasterCard,1687.04,2023-07-22,1807
6418,14298,32041,MasterCard,18996.89,2021-01-04,899
6419,11911,37201,Amex,17582.82,2020-09-25,139
6420,13161,393,Amex,6166.63,2021-04-08,1717
6421,18623,10359,MasterCard,5468.39,2021-11-25,942
6422,19672,31847,Amex,7494.09,2021-08-31,542
6423,6733,4893,Visa,3987.54,2023-04-02,57
6424,387,23876,Visa,3476.11,2023-09-08,1256
6425,7900,17277,MasterCard,12727.21,2021-06-14,658
6426,15193,13416,MasterCard,2042.67,2022-02-03,435
6427,2711,19942,Discover,16606.57,2022-11-27,384
6428,17557,9209,Discover,12509.56,2022-08-27,560
6429,13174,8553,MasterCard,7520.9,2021-02-05,194
6430,4932,15255,Discover,10579.8,2020-10-05,1760
6431,9367,13980,MasterCard,11434.98,2021-07-24,1672
6432,12930,3441,Amex,9125.31,2022-08-11,534
6433,340,24568,Discover,14211.63,2023-11-20,518
6434,8358,3756,Discover,15726.83,2021-12-28,716
6435,13866,31782,MasterCard,16831.53,2024-02-15,751
6436,1622,14595,MasterCard,19667.21,2022-05-15,185
6437,1332,32763,Amex,12601.63,2021-02-20,1896
6438,13061,10413,Amex,2768.4,2022-05-01,292
6439,8568,2225,Amex,1238.94,2022-05-21,1359
6440,12580,9893,Visa,12037.82,2022-07-14,732
6441,2189,10838,MasterCard,1209.66,2024-03-23,116
6442,16378,32406,Discover,6266.55,2022-04-29,825
6443,1630,5486,MasterCard,2357.4,2023-08-05,1073
6444,3033,11453,Visa,12709.8,2021-05-07,685
6445,13774,21952,Discover,10703.7,2021-03-01,82
6446,7384,37286,Amex,15874.65,2021-10-25,834
6447,12581,26302,Visa,13017.23,2024-06-05,333
6448,9230,5763,Amex,7643.44,2021-08-19,557
6449,18251,31337,Visa,13767.58,2024-04-24,335
6450,6621,3138,MasterCard,13796.58,2021-12-31,532
6451,3944,21593,MasterCard,2766.85,2024-04-20,1984
6452,1144,26754,MasterCard,12974.94,2021-03-16,221
6453,8798,39922,MasterCard,16427.77,2024-01-07,635
6454,9669,33992,MasterCard,1856.42,2023-09-04,1770
6455,19570,4339,Discover,10310.63,2021-12-07,1757
6456,10096,27027,Discover,10122.5,2024-05-29,323
6457,15828,15521,Amex,15480.66,2024-06-08,1875
6458,15755,470,Discover,13644.16,2024-02-06,3
6459,13497,10853,MasterCard,16989.44,2021-07-22,1718
6460,13333,31215,Amex,3351.44,2022-05-03,206
6461,17107,9651,Amex,9725.15,2020-08-03,1856
6462,5069,28742,MasterCard,3719.83,2021-05-22,40
6463,19583,27128,MasterCard,4514.85,2020-07-05,59
6464,18370,10984,Visa,9145.38,2024-05-01,951
6465,1441,29875,Discover,13767.54,2020-12-11,574
6466,4429,3556,MasterCard,17013.14,2024-04-24,644
6467,10497,11303,MasterCard,14630.53,2024-01-17,1531
6468,15346,23097,MasterCard,19670.18,2020-10-21,1596
6469,18632,38510,Visa,4376.08,2021-05-25,1908
6470,13162,32257,Discover,6989.46,2023-07-05,843
6471,17260,37238,Visa,12076.69,2022-12-07,1146
6472,18011,23080,Visa,8405.9,2022-02-09,1503
6473,19008,4451,MasterCard,17387.05,2023-05-24,619
6474,18759,10796,Amex,15312.56,2021-01-28,96
6475,2607,7621,Discover,13290.07,2022-03-13,1883
6476,7642,8937,MasterCard,14823.22,2023-09-27,1438
6477,8890,3813,MasterCard,11656.26,2023-02-19,1259
6478,2653,8706,Discover,14518.59,2021-05-05,898
6479,18743,20185,Discover,16566.01,2021-01-22,1086
6480,13473,8114,Visa,18857.07,2020-08-02,1280
6481,15292,16078,Amex,17382.9,2021-09-11,561
6482,16456,17953,Discover,12213.1,2021-04-04,905
6483,16621,32554,Discover,7427.15,2022-09-29,348
6484,18645,30925,Discover,13177.56,2023-01-27,671
6485,11351,20398,Discover,8614.6,2021-02-10,1148
6486,10630,36303,Amex,15464.54,2020-10-22,1506
6487,7015,13803,Discover,18162.41,2023-04-06,317
6488,2128,993,Amex,12820.96,2023-10-16,1528
6489,15469,28966,Visa,2106.75,2024-05-15,719
6490,3000,6225,Visa,5396.59,2021-05-24,1072
6491,2484,31922,MasterCard,16292.42,2022-09-17,1433
6492,2117,500,Discover,5831.85,2021-02-01,1956
6493,15101,13230,Amex,4920.19,2024-05-10,1160
6494,2457,30104,Discover,12915.26,2023-07-12,1225
6495,224,17708,Visa,12410.52,2020-10-27,250
6496,10114,9459,Discover,2376.45,2022-01-02,314
6497,15848,38503,Amex,2311.1,2023-06-24,1893
6498,17291,1354,Discover,15920.32,2020-11-21,1392
6499,11932,37802,MasterCard,18890.65,2021-03-31,1453
6500,11719,2837,Amex,6605.85,2023-07-06,1854
6501,3801,21166,Amex,12377.61,2021-02-04,807
6502,15086,16204,MasterCard,11267.6,2024-02-02,1504
6503,2068,7977,Visa,11901.82,2020-10-23,1338
6504,613,926,Visa,1268.07,2022-03-24,1524
6505,3021,11206,Amex,12131.12,2021-01-24,1745
6506,14983,3401,Visa,14296.3,2022-11-19,1379
6507,18437,10449,MasterCard,10740.92,2024-03-09,485
6508,2424,18042,Discover,13742.85,2022-12-29,1235
6509,7882,24024,Discover,4884.44,2022-01-22,1728
6510,14926,29545,Discover,10387.44,2024-04-25,44
6511,18171,34009,Amex,17620.14,2022-11-02,1565
6512,6592,37174,MasterCard,9525.18,2024-03-20,571
6513,15550,13835,Amex,5753.46,2023-03-10,583
6514,4769,2375,Amex,18200.65,2022-09-04,1116
6515,16144,2869,MasterCard,10885.3,2022-07-13,1289
6516,16316,33189,Visa,7275.84,2021-05-15,895
6517,19181,36213,Discover,8546.21,2024-03-17,220
6518,19785,16440,Discover,18413.59,2020-07-19,1926
6519,17407,12972,MasterCard,19790.64,2020-11-19,925
6520,12855,9280,MasterCard,3149.86,2021-11-24,1466
6521,7093,32691,MasterCard,13408.27,2022-07-03,401
6522,8574,7271,Visa,16637.12,2024-02-07,1424
6523,616,38452,Visa,4691.08,2023-12-08,727
6524,6304,30803,Visa,9676.16,2023-04-04,991
6525,2685,33394,Visa,7954.5,2022-07-25,899
6526,3261,779,MasterCard,16742.16,2021-02-05,1813
6527,13142,21690,MasterCard,11661.17,2021-02-22,1600
6528,13171,9759,MasterCard,1531.76,2022-11-01,858
6529,16795,36001,Discover,3412.7,2024-06-04,804
6530,19456,19359,Amex,16831.6,2024-01-31,490
6531,9612,6475,Discover,2307.88,2023-06-02,1509
6532,10364,24352,MasterCard,1979.79,2023-12-12,1781
6533,13194,34609,Discover,7420.42,2021-07-07,1494
6534,16718,32918,MasterCard,8232.53,2022-08-03,1598
6535,9719,3811,Discover,13895.58,2020-11-05,938
6536,8793,25111,Visa,3725.61,2023-11-01,844
6537,18837,11208,Visa,5709.14,2023-07-07,1706
6538,17838,12240,Discover,8767.94,2022-10-05,1469
6539,12260,26601,MasterCard,4131.4,2021-05-06,1293
6540,4708,29999,Discover,14235.87,2020-07-13,267
